Job Title,Experience Level,Location,Key Technologies,Job Description
Frontend Developer,Mid,Bandung,"CSS, HTML, JavaScript",Membangun antarmuka pengguna untuk aplikasi web menggunakan teknologi modern.
Machine Learning Engineer,Senior,Jakarta,"TensorFlow, PyTorch, scikit-learn",Membangun dan mengimplementasikan model machine learning dalam aplikasi produksi.
Cloud Architect,Junior,Bali,"Ansible, GCP, CloudFormation",Merancang solusi arsitektur cloud yang skalabel dan aman.
Product Manager,Junior,Yogyakarta,"Confluence, JIRA, Agile",Mengelola siklus hidup produk dari perencanaan hingga peluncuran.
Backend Developer,Junior,Jakarta,"Node.js, SQL, Java",Mengembangkan dan memelihara logika server dan database untuk aplikasi web.
Backend Developer,Lead,Remote,"Go, Node.js, Python",Mengembangkan dan memelihara logika server dan database untuk aplikasi web.
Data Scientist,Junior,Remote,"TensorFlow, R, Python",Menganalisis data dan membangun model prediktif untuk mendukung pengambilan keputusan.
UI/UX Designer,Lead,Remote,"Sketch, InVision, Adobe XD",Merancang pengalaman pengguna dan antarmuka visual untuk aplikasi digital.
Backend Developer,Junior,Surabaya,"Go, Java, Python",Mengembangkan dan memelihara logika server dan database untuk aplikasi web.
Backend Developer,Mid,Remote,"Python, Go, Java",Mengembangkan dan memelihara logika server dan database untuk aplikasi web.
Cloud Architect,Junior,Surabaya,"AWS, GCP, Azure",Merancang solusi arsitektur cloud yang skalabel dan aman.
UI/UX Designer,Mid,Bali,"Figma, Sketch, Adobe XD",Merancang pengalaman pengguna dan antarmuka visual untuk aplikasi digital.
Mobile Developer,Mid,Remote,"Swift, React Native, Flutter",Mengembangkan aplikasi seluler untuk platform iOS dan Android.
Backend Developer,Senior,Bandung,"SQL, Go, Python",Mengembangkan dan memelihara logika server dan database untuk aplikasi web.
Mobile Developer,Junior,Surabaya,"Swift, React Native, Dart",Mengembangkan aplikasi seluler untuk platform iOS dan Android.
Cloud Architect,Junior,Bali,"Ansible, GCP, AWS",Merancang solusi arsitektur cloud yang skalabel dan aman.
Frontend Developer,Senior,Surabaya,"HTML, Vue.js, JavaScript",Membangun antarmuka pengguna untuk aplikasi web menggunakan teknologi modern.
DevOps Engineer,Lead,Surabaya,"Docker, Linux, Terraform",Mengelola infrastruktur TI dan menerapkan otomatisasi untuk pengiriman perangkat lunak.
Product Manager,Lead,Surabaya,"Scrum, Agile, Confluence",Mengelola siklus hidup produk dari perencanaan hingga peluncuran.
Backend Developer,Junior,Bandung,"Go, Node.js, Java",Mengembangkan dan memelihara logika server dan database untuk aplikasi web.
DevOps Engineer,Lead,Yogyakarta,"AWS, Linux, Kubernetes",Mengelola infrastruktur TI dan menerapkan otomatisasi untuk pengiriman perangkat lunak.
Backend Developer,Mid,Yogyakarta,"Python, Go, Node.js",Mengembangkan dan memelihara logika server dan database untuk aplikasi web.
Machine Learning Engineer,Senior,Surabaya,"scikit-learn, PyTorch, MLflow",Membangun dan mengimplementasikan model machine learning dalam aplikasi produksi.
UI/UX Designer,Lead,Bandung,"Adobe XD, Sketch, Photoshop",Merancang pengalaman pengguna dan antarmuka visual untuk aplikasi digital.
Mobile Developer,Junior,Bali,"Swift, Dart, Flutter",Mengembangkan aplikasi seluler untuk platform iOS dan Android.
DevOps Engineer,Junior,Bandung,"Docker, AWS, Kubernetes",Mengelola infrastruktur TI dan menerapkan otomatisasi untuk pengiriman perangkat lunak.
DevOps Engineer,Mid,Yogyakarta,"Docker, Linux, Kubernetes",Mengelola infrastruktur TI dan menerapkan otomatisasi untuk pengiriman perangkat lunak.
UI/UX Designer,Junior,Yogyakarta,"InVision, Figma, Photoshop",Merancang pengalaman pengguna dan antarmuka visual untuk aplikasi digital.
Machine Learning Engineer,Junior,Yogyakarta,"scikit-learn, MLflow, PyTorch",Membangun dan mengimplementasikan model machine learning dalam aplikasi produksi.
Mobile Developer,Mid,Bali,"Kotlin, Swift, Dart",Mengembangkan aplikasi seluler untuk platform iOS dan Android.
Machine Learning Engineer,Junior,Remote,"TensorFlow, scikit-learn, Python",Membangun dan mengimplementasikan model machine learning dalam aplikasi produksi.
Machine Learning Engineer,Junior,Remote,"PyTorch, scikit-learn, Python",Membangun dan mengimplementasikan model machine learning dalam aplikasi produksi.
Frontend Developer,Mid,Yogyakarta,"JavaScript, CSS, Vue.js",Membangun antarmuka pengguna untuk aplikasi web menggunakan teknologi modern.
Cloud Architect,Mid,Surabaya,"GCP, CloudFormation, Ansible",Merancang solusi arsitektur cloud yang skalabel dan aman.
Machine Learning Engineer,Mid,Bali,"scikit-learn, PyTorch, Python",Membangun dan mengimplementasikan model machine learning dalam aplikasi produksi.
QA Engineer,Senior,Surabaya,"Postman, JMeter, TestRail",Menulis dan menjalankan skrip pengujian untuk memastikan kualitas perangkat lunak.
Cloud Architect,Lead,Bali,"CloudFormation, Azure, Ansible",Merancang solusi arsitektur cloud yang skalabel dan aman.
Backend Developer,Junior,Remote,"Python, SQL, Node.js",Mengembangkan dan memelihara logika server dan database untuk aplikasi web.
Backend Developer,Lead,Bandung,"Python, Go, SQL",Mengembangkan dan memelihara logika server dan database untuk aplikasi web.
QA Engineer,Senior,Remote,"Selenium, Cypress, Postman",Menulis dan menjalankan skrip pengujian untuk memastikan kualitas perangkat lunak.
Product Manager,Junior,Surabaya,"Scrum, Agile, Confluence",Mengelola siklus hidup produk dari perencanaan hingga peluncuran.
Mobile Developer,Junior,Bali,"Swift, Dart, Kotlin",Mengembangkan aplikasi seluler untuk platform iOS dan Android.
Mobile Developer,Senior,Bandung,"Swift, Flutter, React Native",Mengembangkan aplikasi seluler untuk platform iOS dan Android.
Backend Developer,Lead,Bandung,"Node.js, Python, Go",Mengembangkan dan memelihara logika server dan database untuk aplikasi web.
QA Engineer,Lead,Surabaya,"Cypress, Postman, TestRail",Menulis dan menjalankan skrip pengujian untuk memastikan kualitas perangkat lunak.
Data Scientist,Senior,Yogyakarta,"Python, TensorFlow, Scikit-learn",Menganalisis data dan membangun model prediktif untuk mendukung pengambilan keputusan.
Cloud Architect,Junior,Jakarta,"AWS, Azure, Ansible",Merancang solusi arsitektur cloud yang skalabel dan aman.
Product Manager,Lead,Bali,"Agile, Scrum, User Research",Mengelola siklus hidup produk dari perencanaan hingga peluncuran.
Data Scientist,Mid,Yogyakarta,"Scikit-learn, Python, R",Menganalisis data dan membangun model prediktif untuk mendukung pengambilan keputusan.
Machine Learning Engineer,Mid,Yogyakarta,"MLflow, Python, PyTorch",Membangun dan mengimplementasikan model machine learning dalam aplikasi produksi.
Data Scientist,Mid,Remote,"TensorFlow, Pandas, R",Menganalisis data dan membangun model prediktif untuk mendukung pengambilan keputusan.
Frontend Developer,Junior,Surabaya,"CSS, JavaScript, React",Membangun antarmuka pengguna untuk aplikasi web menggunakan teknologi modern.
Cloud Architect,Lead,Yogyakarta,"AWS, CloudFormation, GCP",Merancang solusi arsitektur cloud yang skalabel dan aman.
Backend Developer,Mid,Bandung,"SQL, Python, Java",Mengembangkan dan memelihara logika server dan database untuk aplikasi web.
Data Scientist,Mid,Bandung,"Python, Pandas, TensorFlow",Menganalisis data dan membangun model prediktif untuk mendukung pengambilan keputusan.
Product Manager,Junior,Bandung,"Scrum, JIRA, User Research",Mengelola siklus hidup produk dari perencanaan hingga peluncuran.
Data Scientist,Junior,Bandung,"R, TensorFlow, Scikit-learn",Menganalisis data dan membangun model prediktif untuk mendukung pengambilan keputusan.
UI/UX Designer,Senior,Bandung,"Figma, Sketch, Adobe XD",Merancang pengalaman pengguna dan antarmuka visual untuk aplikasi digital.
DevOps Engineer,Senior,Remote,"Terraform, Linux, Docker",Mengelola infrastruktur TI dan menerapkan otomatisasi untuk pengiriman perangkat lunak.
Data Scientist,Lead,Remote,"TensorFlow, Scikit-learn, Python",Menganalisis data dan membangun model prediktif untuk mendukung pengambilan keputusan.
Data Scientist,Lead,Jakarta,"R, Python, Pandas",Menganalisis data dan membangun model prediktif untuk mendukung pengambilan keputusan.
Mobile Developer,Junior,Remote,"Swift, Dart, React Native",Mengembangkan aplikasi seluler untuk platform iOS dan Android.
Product Manager,Senior,Surabaya,"Agile, JIRA, Scrum",Mengelola siklus hidup produk dari perencanaan hingga peluncuran.
Backend Developer,Junior,Jakarta,"Node.js, Java, Go",Mengembangkan dan memelihara logika server dan database untuk aplikasi web.
Mobile Developer,Junior,Remote,"React Native, Flutter, Dart",Mengembangkan aplikasi seluler untuk platform iOS dan Android.
Data Scientist,Senior,Surabaya,"TensorFlow, Scikit-learn, Pandas",Menganalisis data dan membangun model prediktif untuk mendukung pengambilan keputusan.
Data Scientist,Junior,Yogyakarta,"Scikit-learn, TensorFlow, Python",Menganalisis data dan membangun model prediktif untuk mendukung pengambilan keputusan.
Frontend Developer,Junior,Bali,"CSS, HTML, React",Membangun antarmuka pengguna untuk aplikasi web menggunakan teknologi modern.
Data Scientist,Senior,Yogyakarta,"Scikit-learn, Python, Pandas",Menganalisis data dan membangun model prediktif untuk mendukung pengambilan keputusan.
DevOps Engineer,Mid,Yogyakarta,"Kubernetes, Terraform, AWS",Mengelola infrastruktur TI dan menerapkan otomatisasi untuk pengiriman perangkat lunak.
Cloud Architect,Lead,Surabaya,"AWS, CloudFormation, GCP",Merancang solusi arsitektur cloud yang skalabel dan aman.
Machine Learning Engineer,Mid,Yogyakarta,"TensorFlow, scikit-learn, MLflow",Membangun dan mengimplementasikan model machine learning dalam aplikasi produksi.
Mobile Developer,Junior,Bali,"Flutter, Dart, Kotlin",Mengembangkan aplikasi seluler untuk platform iOS dan Android.
Frontend Developer,Senior,Yogyakarta,"JavaScript, CSS, React",Membangun antarmuka pengguna untuk aplikasi web menggunakan teknologi modern.
Cloud Architect,Junior,Surabaya,"GCP, Azure, Ansible",Merancang solusi arsitektur cloud yang skalabel dan aman.
Frontend Developer,Junior,Yogyakarta,"Vue.js, CSS, HTML",Membangun antarmuka pengguna untuk aplikasi web menggunakan teknologi modern.
Product Manager,Junior,Bali,"User Research, JIRA, Scrum",Mengelola siklus hidup produk dari perencanaan hingga peluncuran.
Frontend Developer,Junior,Bandung,"HTML, React, CSS",Membangun antarmuka pengguna untuk aplikasi web menggunakan teknologi modern.
Backend Developer,Junior,Remote,"SQL, Node.js, Java",Mengembangkan dan memelihara logika server dan database untuk aplikasi web.
Product Manager,Mid,Bali,"JIRA, Scrum, Agile",Mengelola siklus hidup produk dari perencanaan hingga peluncuran.
Data Scientist,Senior,Bandung,"Pandas, Scikit-learn, Python",Menganalisis data dan membangun model prediktif untuk mendukung pengambilan keputusan.
QA Engineer,Junior,Jakarta,"Postman, TestRail, Cypress",Menulis dan menjalankan skrip pengujian untuk memastikan kualitas perangkat lunak.
Machine Learning Engineer,Junior,Surabaya,"MLflow, Python, TensorFlow",Membangun dan mengimplementasikan model machine learning dalam aplikasi produksi.
Machine Learning Engineer,Lead,Remote,"Python, PyTorch, TensorFlow",Membangun dan mengimplementasikan model machine learning dalam aplikasi produksi.
QA Engineer,Lead,Yogyakarta,"TestRail, Selenium, Cypress",Menulis dan menjalankan skrip pengujian untuk memastikan kualitas perangkat lunak.
Data Scientist,Junior,Surabaya,"Python, R, TensorFlow",Menganalisis data dan membangun model prediktif untuk mendukung pengambilan keputusan.
Data Scientist,Senior,Bali,"Scikit-learn, R, Python",Menganalisis data dan membangun model prediktif untuk mendukung pengambilan keputusan.
Backend Developer,Senior,Jakarta,"Java, Python, Node.js",Mengembangkan dan memelihara logika server dan database untuk aplikasi web.
Machine Learning Engineer,Lead,Yogyakarta,"TensorFlow, MLflow, PyTorch",Membangun dan mengimplementasikan model machine learning dalam aplikasi produksi.
Frontend Developer,Senior,Yogyakarta,"HTML, React, JavaScript",Membangun antarmuka pengguna untuk aplikasi web menggunakan teknologi modern.
UI/UX Designer,Junior,Yogyakarta,"Sketch, Photoshop, Adobe XD",Merancang pengalaman pengguna dan antarmuka visual untuk aplikasi digital.
Data Scientist,Lead,Bali,"TensorFlow, Python, R",Menganalisis data dan membangun model prediktif untuk mendukung pengambilan keputusan.
Frontend Developer,Senior,Remote,"JavaScript, React, HTML",Membangun antarmuka pengguna untuk aplikasi web menggunakan teknologi modern.
Backend Developer,Senior,Bali,"Go, Node.js, Java",Mengembangkan dan memelihara logika server dan database untuk aplikasi web.
QA Engineer,Lead,Surabaya,"Postman, Selenium, Cypress",Menulis dan menjalankan skrip pengujian untuk memastikan kualitas perangkat lunak.
Cloud Architect,Junior,Bandung,"GCP, Azure, Ansible",Merancang solusi arsitektur cloud yang skalabel dan aman.
Machine Learning Engineer,Lead,Yogyakarta,"scikit-learn, Python, TensorFlow",Membangun dan mengimplementasikan model machine learning dalam aplikasi produksi.
Mobile Developer,Senior,Surabaya,"Swift, React Native, Dart",Mengembangkan aplikasi seluler untuk platform iOS dan Android.
Cloud Architect,Senior,Jakarta,"Azure, GCP, CloudFormation",Merancang solusi arsitektur cloud yang skalabel dan aman.
Data Scientist,Junior,Bandung,"Scikit-learn, Python, TensorFlow",Menganalisis data dan membangun model prediktif untuk mendukung pengambilan keputusan.
UI/UX Designer,Lead,Bali,"Adobe XD, InVision, Figma",Merancang pengalaman pengguna dan antarmuka visual untuk aplikasi digital.
QA Engineer,Senior,Bandung,"TestRail, Postman, JMeter",Menulis dan menjalankan skrip pengujian untuk memastikan kualitas perangkat lunak.
Cloud Architect,Lead,Yogyakarta,"Azure, AWS, GCP",Merancang solusi arsitektur cloud yang skalabel dan aman.
Mobile Developer,Mid,Remote,"React Native, Flutter, Dart",Mengembangkan aplikasi seluler untuk platform iOS dan Android.
Data Scientist,Senior,Bandung,"Scikit-learn, TensorFlow, R",Menganalisis data dan membangun model prediktif untuk mendukung pengambilan keputusan.
Product Manager,Junior,Jakarta,"Scrum, Agile, Confluence",Mengelola siklus hidup produk dari perencanaan hingga peluncuran.
Machine Learning Engineer,Junior,Bali,"MLflow, PyTorch, scikit-learn",Membangun dan mengimplementasikan model machine learning dalam aplikasi produksi.
Data Scientist,Lead,Jakarta,"Pandas, Python, Scikit-learn",Menganalisis data dan membangun model prediktif untuk mendukung pengambilan keputusan.
Frontend Developer,Mid,Remote,"HTML, JavaScript, Vue.js",Membangun antarmuka pengguna untuk aplikasi web menggunakan teknologi modern.
UI/UX Designer,Senior,Bandung,"Photoshop, Sketch, Figma",Merancang pengalaman pengguna dan antarmuka visual untuk aplikasi digital.
DevOps Engineer,Lead,Jakarta,"Docker, Linux, Kubernetes",Mengelola infrastruktur TI dan menerapkan otomatisasi untuk pengiriman perangkat lunak.
Backend Developer,Lead,Yogyakarta,"Go, Node.js, Python",Mengembangkan dan memelihara logika server dan database untuk aplikasi web.
Data Scientist,Lead,Remote,"TensorFlow, Scikit-learn, Python",Menganalisis data dan membangun model prediktif untuk mendukung pengambilan keputusan.
Mobile Developer,Senior,Jakarta,"Swift, Kotlin, Flutter",Mengembangkan aplikasi seluler untuk platform iOS dan Android.
QA Engineer,Junior,Jakarta,"TestRail, Postman, Selenium",Menulis dan menjalankan skrip pengujian untuk memastikan kualitas perangkat lunak.
Mobile Developer,Mid,Yogyakarta,"Swift, Flutter, Kotlin",Mengembangkan aplikasi seluler untuk platform iOS dan Android.
DevOps Engineer,Mid,Jakarta,"Kubernetes, Linux, Docker",Mengelola infrastruktur TI dan menerapkan otomatisasi untuk pengiriman perangkat lunak.
Backend Developer,Lead,Jakarta,"SQL, Node.js, Python",Mengembangkan dan memelihara logika server dan database untuk aplikasi web.
Product Manager,Lead,Yogyakarta,"Agile, Scrum, User Research",Mengelola siklus hidup produk dari perencanaan hingga peluncuran.
Cloud Architect,Senior,Surabaya,"CloudFormation, AWS, Azure",Merancang solusi arsitektur cloud yang skalabel dan aman.
DevOps Engineer,Mid,Bali,"Kubernetes, Linux, Terraform",Mengelola infrastruktur TI dan menerapkan otomatisasi untuk pengiriman perangkat lunak.
Machine Learning Engineer,Lead,Bali,"TensorFlow, scikit-learn, Python",Membangun dan mengimplementasikan model machine learning dalam aplikasi produksi.
QA Engineer,Junior,Yogyakarta,"Postman, Cypress, TestRail",Menulis dan menjalankan skrip pengujian untuk memastikan kualitas perangkat lunak.
DevOps Engineer,Senior,Jakarta,"Kubernetes, Docker, Linux",Mengelola infrastruktur TI dan menerapkan otomatisasi untuk pengiriman perangkat lunak.
Product Manager,Junior,Surabaya,"User Research, Agile, Scrum",Mengelola siklus hidup produk dari perencanaan hingga peluncuran.
QA Engineer,Senior,Remote,"Postman, Selenium, Cypress",Menulis dan menjalankan skrip pengujian untuk memastikan kualitas perangkat lunak.
Backend Developer,Senior,Remote,"Java, Go, SQL",Mengembangkan dan memelihara logika server dan database untuk aplikasi web.
Backend Developer,Junior,Bali,"Go, Node.js, SQL",Mengembangkan dan memelihara logika server dan database untuk aplikasi web.
Mobile Developer,Mid,Bandung,"Dart, Kotlin, Swift",Mengembangkan aplikasi seluler untuk platform iOS dan Android.
UI/UX Designer,Junior,Surabaya,"Adobe XD, InVision, Figma",Merancang pengalaman pengguna dan antarmuka visual untuk aplikasi digital.
QA Engineer,Mid,Jakarta,"JMeter, Postman, Cypress",Menulis dan menjalankan skrip pengujian untuk memastikan kualitas perangkat lunak.
Machine Learning Engineer,Junior,Surabaya,"Python, MLflow, PyTorch",Membangun dan mengimplementasikan model machine learning dalam aplikasi produksi.
Mobile Developer,Junior,Bandung,"React Native, Flutter, Dart",Mengembangkan aplikasi seluler untuk platform iOS dan Android.
DevOps Engineer,Lead,Surabaya,"AWS, Linux, Docker",Mengelola infrastruktur TI dan menerapkan otomatisasi untuk pengiriman perangkat lunak.
Mobile Developer,Junior,Yogyakarta,"Flutter, Swift, Dart",Mengembangkan aplikasi seluler untuk platform iOS dan Android.
UI/UX Designer,Senior,Jakarta,"InVision, Photoshop, Adobe XD",Merancang pengalaman pengguna dan antarmuka visual untuk aplikasi digital.
Machine Learning Engineer,Lead,Yogyakarta,"Python, TensorFlow, PyTorch",Membangun dan mengimplementasikan model machine learning dalam aplikasi produksi.
UI/UX Designer,Mid,Bali,"Photoshop, Adobe XD, Sketch",Merancang pengalaman pengguna dan antarmuka visual untuk aplikasi digital.
QA Engineer,Mid,Bali,"Cypress, Selenium, TestRail",Menulis dan menjalankan skrip pengujian untuk memastikan kualitas perangkat lunak.
Data Scientist,Senior,Surabaya,"Scikit-learn, Python, R",Menganalisis data dan membangun model prediktif untuk mendukung pengambilan keputusan.
Machine Learning Engineer,Mid,Surabaya,"TensorFlow, scikit-learn, PyTorch",Membangun dan mengimplementasikan model machine learning dalam aplikasi produksi.
Product Manager,Lead,Yogyakarta,"Scrum, User Research, JIRA",Mengelola siklus hidup produk dari perencanaan hingga peluncuran.
Frontend Developer,Junior,Bali,"React, CSS, Vue.js",Membangun antarmuka pengguna untuk aplikasi web menggunakan teknologi modern.
DevOps Engineer,Lead,Yogyakarta,"AWS, Terraform, Linux",Mengelola infrastruktur TI dan menerapkan otomatisasi untuk pengiriman perangkat lunak.
QA Engineer,Junior,Jakarta,"Selenium, Postman, Cypress",Menulis dan menjalankan skrip pengujian untuk memastikan kualitas perangkat lunak.
Frontend Developer,Junior,Yogyakarta,"JavaScript, HTML, React",Membangun antarmuka pengguna untuk aplikasi web menggunakan teknologi modern.
UI/UX Designer,Lead,Remote,"Adobe XD, Figma, Sketch",Merancang pengalaman pengguna dan antarmuka visual untuk aplikasi digital.
QA Engineer,Mid,Bandung,"TestRail, Cypress, Postman",Menulis dan menjalankan skrip pengujian untuk memastikan kualitas perangkat lunak.
QA Engineer,Senior,Surabaya,"TestRail, JMeter, Cypress",Menulis dan menjalankan skrip pengujian untuk memastikan kualitas perangkat lunak.
Frontend Developer,Junior,Jakarta,"Vue.js, HTML, React",Membangun antarmuka pengguna untuk aplikasi web menggunakan teknologi modern.
Machine Learning Engineer,Lead,Remote,"MLflow, Python, scikit-learn",Membangun dan mengimplementasikan model machine learning dalam aplikasi produksi.
Machine Learning Engineer,Lead,Remote,"Python, PyTorch, TensorFlow",Membangun dan mengimplementasikan model machine learning dalam aplikasi produksi.
UI/UX Designer,Mid,Yogyakarta,"Sketch, Figma, InVision",Merancang pengalaman pengguna dan antarmuka visual untuk aplikasi digital.
Frontend Developer,Senior,Remote,"Vue.js, HTML, JavaScript",Membangun antarmuka pengguna untuk aplikasi web menggunakan teknologi modern.
Mobile Developer,Mid,Bali,"Swift, Kotlin, Dart",Mengembangkan aplikasi seluler untuk platform iOS dan Android.
QA Engineer,Mid,Yogyakarta,"Cypress, Selenium, Postman",Menulis dan menjalankan skrip pengujian untuk memastikan kualitas perangkat lunak.
Data Scientist,Junior,Remote,"Scikit-learn, Pandas, R",Menganalisis data dan membangun model prediktif untuk mendukung pengambilan keputusan.
Data Scientist,Mid,Jakarta,"R, Scikit-learn, Pandas",Menganalisis data dan membangun model prediktif untuk mendukung pengambilan keputusan.
UI/UX Designer,Mid,Bali,"Sketch, InVision, Figma",Merancang pengalaman pengguna dan antarmuka visual untuk aplikasi digital.
Frontend Developer,Mid,Bali,"React, HTML, JavaScript",Membangun antarmuka pengguna untuk aplikasi web menggunakan teknologi modern.
DevOps Engineer,Senior,Yogyakarta,"AWS, Kubernetes, Linux",Mengelola infrastruktur TI dan menerapkan otomatisasi untuk pengiriman perangkat lunak.
DevOps Engineer,Mid,Bali,"Docker, AWS, Terraform",Mengelola infrastruktur TI dan menerapkan otomatisasi untuk pengiriman perangkat lunak.
Cloud Architect,Mid,Bali,"AWS, Ansible, GCP",Merancang solusi arsitektur cloud yang skalabel dan aman.
Machine Learning Engineer,Lead,Bandung,"TensorFlow, Python, MLflow",Membangun dan mengimplementasikan model machine learning dalam aplikasi produksi.
Product Manager,Mid,Bali,"Scrum, JIRA, Confluence",Mengelola siklus hidup produk dari perencanaan hingga peluncuran.
Machine Learning Engineer,Mid,Remote,"scikit-learn, MLflow, Python",Membangun dan mengimplementasikan model machine learning dalam aplikasi produksi.
UI/UX Designer,Lead,Bali,"Photoshop, Adobe XD, Figma",Merancang pengalaman pengguna dan antarmuka visual untuk aplikasi digital.
DevOps Engineer,Junior,Bali,"AWS, Terraform, Linux",Mengelola infrastruktur TI dan menerapkan otomatisasi untuk pengiriman perangkat lunak.
QA Engineer,Junior,Jakarta,"Selenium, JMeter, TestRail",Menulis dan menjalankan skrip pengujian untuk memastikan kualitas perangkat lunak.
Cloud Architect,Junior,Remote,"Azure, CloudFormation, GCP",Merancang solusi arsitektur cloud yang skalabel dan aman.
UI/UX Designer,Senior,Jakarta,"Figma, Adobe XD, Photoshop",Merancang pengalaman pengguna dan antarmuka visual untuk aplikasi digital.
Product Manager,Senior,Surabaya,"Agile, User Research, JIRA",Mengelola siklus hidup produk dari perencanaan hingga peluncuran.
Product Manager,Senior,Jakarta,"Scrum, Confluence, User Research",Mengelola siklus hidup produk dari perencanaan hingga peluncuran.
QA Engineer,Senior,Surabaya,"JMeter, TestRail, Postman",Menulis dan menjalankan skrip pengujian untuk memastikan kualitas perangkat lunak.
Cloud Architect,Lead,Bali,"GCP, Azure, CloudFormation",Merancang solusi arsitektur cloud yang skalabel dan aman.
UI/UX Designer,Mid,Surabaya,"Figma, Photoshop, Sketch",Merancang pengalaman pengguna dan antarmuka visual untuk aplikasi digital.
Machine Learning Engineer,Junior,Remote,"scikit-learn, PyTorch, TensorFlow",Membangun dan mengimplementasikan model machine learning dalam aplikasi produksi.
Mobile Developer,Junior,Bandung,"Flutter, Dart, Swift",Mengembangkan aplikasi seluler untuk platform iOS dan Android.
Data Scientist,Senior,Remote,"Python, TensorFlow, Scikit-learn",Menganalisis data dan membangun model prediktif untuk mendukung pengambilan keputusan.
Mobile Developer,Lead,Bali,"React Native, Dart, Flutter",Mengembangkan aplikasi seluler untuk platform iOS dan Android.
Mobile Developer,Junior,Bali,"Kotlin, Flutter, Swift",Mengembangkan aplikasi seluler untuk platform iOS dan Android.
UI/UX Designer,Lead,Bandung,"Sketch, Photoshop, InVision",Merancang pengalaman pengguna dan antarmuka visual untuk aplikasi digital.
Product Manager,Senior,Bali,"Confluence, Agile, JIRA",Mengelola siklus hidup produk dari perencanaan hingga peluncuran.
Backend Developer,Junior,Bali,"Java, Python, SQL",Mengembangkan dan memelihara logika server dan database untuk aplikasi web.
Product Manager,Mid,Jakarta,"JIRA, User Research, Scrum",Mengelola siklus hidup produk dari perencanaan hingga peluncuran.
Mobile Developer,Junior,Yogyakarta,"React Native, Flutter, Kotlin",Mengembangkan aplikasi seluler untuk platform iOS dan Android.
Frontend Developer,Mid,Surabaya,"CSS, JavaScript, Vue.js",Membangun antarmuka pengguna untuk aplikasi web menggunakan teknologi modern.
Cloud Architect,Lead,Surabaya,"Ansible, CloudFormation, Azure",Merancang solusi arsitektur cloud yang skalabel dan aman.
DevOps Engineer,Lead,Yogyakarta,"Linux, Kubernetes, Docker",Mengelola infrastruktur TI dan menerapkan otomatisasi untuk pengiriman perangkat lunak.
DevOps Engineer,Lead,Bali,"Kubernetes, Terraform, Linux",Mengelola infrastruktur TI dan menerapkan otomatisasi untuk pengiriman perangkat lunak.
Data Scientist,Lead,Jakarta,"Python, R, Pandas",Menganalisis data dan membangun model prediktif untuk mendukung pengambilan keputusan.
Mobile Developer,Senior,Remote,"Flutter, Kotlin, Dart",Mengembangkan aplikasi seluler untuk platform iOS dan Android.
Data Scientist,Lead,Bandung,"TensorFlow, Pandas, R",Menganalisis data dan membangun model prediktif untuk mendukung pengambilan keputusan.
Frontend Developer,Lead,Bali,"React, JavaScript, Vue.js",Membangun antarmuka pengguna untuk aplikasi web menggunakan teknologi modern.
Data Scientist,Mid,Bali,"Scikit-learn, Pandas, TensorFlow",Menganalisis data dan membangun model prediktif untuk mendukung pengambilan keputusan.
Cloud Architect,Lead,Remote,"AWS, CloudFormation, Azure",Merancang solusi arsitektur cloud yang skalabel dan aman.
Cloud Architect,Mid,Jakarta,"Azure, Ansible, AWS",Merancang solusi arsitektur cloud yang skalabel dan aman.
Frontend Developer,Lead,Bandung,"JavaScript, React, HTML",Membangun antarmuka pengguna untuk aplikasi web menggunakan teknologi modern.
Cloud Architect,Senior,Jakarta,"GCP, Azure, Ansible",Merancang solusi arsitektur cloud yang skalabel dan aman.
QA Engineer,Junior,Yogyakarta,"Postman, Selenium, TestRail",Menulis dan menjalankan skrip pengujian untuk memastikan kualitas perangkat lunak.
DevOps Engineer,Lead,Remote,"AWS, Linux, Terraform",Mengelola infrastruktur TI dan menerapkan otomatisasi untuk pengiriman perangkat lunak.
Backend Developer,Senior,Jakarta,"SQL, Node.js, Go",Mengembangkan dan memelihara logika server dan database untuk aplikasi web.
UI/UX Designer,Lead,Remote,"Adobe XD, Figma, InVision",Merancang pengalaman pengguna dan antarmuka visual untuk aplikasi digital.
DevOps Engineer,Senior,Surabaya,"AWS, Kubernetes, Docker",Mengelola infrastruktur TI dan menerapkan otomatisasi untuk pengiriman perangkat lunak.
UI/UX Designer,Mid,Remote,"Sketch, InVision, Adobe XD",Merancang pengalaman pengguna dan antarmuka visual untuk aplikasi digital.
Cloud Architect,Senior,Remote,"CloudFormation, Ansible, AWS",Merancang solusi arsitektur cloud yang skalabel dan aman.
Backend Developer,Lead,Jakarta,"Node.js, Python, SQL",Mengembangkan dan memelihara logika server dan database untuk aplikasi web.
DevOps Engineer,Senior,Bali,"Docker, Terraform, Linux",Mengelola infrastruktur TI dan menerapkan otomatisasi untuk pengiriman perangkat lunak.
QA Engineer,Senior,Bandung,"Postman, Selenium, Cypress",Menulis dan menjalankan skrip pengujian untuk memastikan kualitas perangkat lunak.
Cloud Architect,Senior,Bandung,"GCP, Azure, AWS",Merancang solusi arsitektur cloud yang skalabel dan aman.
Mobile Developer,Lead,Surabaya,"Flutter, Swift, Dart",Mengembangkan aplikasi seluler untuk platform iOS dan Android.
Backend Developer,Lead,Remote,"Java, Node.js, Go",Mengembangkan dan memelihara logika server dan database untuk aplikasi web.
